respid,b1_1_TV_Buy_Disc_DVD_FS_All,b1_2_TV_Buy_Disc_Blu.ray_FS_All,b1_3_TV_Buy_Digtl_FS_All,b1_4_TV_Buy_Digtl_Ep_All,b1_5_TV_Rent_Disc_Store_FS_All,b1_6_TV_Rent_Disc_Mail_FS_All,b1_7_TV_Rent_Digtl_Sub_FS_All,b1_8_TV_Rent_Digtl_Sub_Ep_All,b1_9_TV_Free_Digtl_Ads_FS_All,b1_10_TV_Free_Digtl_Ads_Ep_All,b1_11_TV_Free_Digtl_cVOD_Ep_All,b1a_1_TV_Buy_Disc_DVD_FS_Fam,b1a_2_TV_Buy_Disc_Blu.ray_FS_Fam,b1a_3_TV_Buy_Digtl_FS_Fam,b1a_4_TV_Buy_Digtl_Ep_Fam,b1a_5_TV_Rent_Disc_Store_FS_Fam,b1a_6_TV_Rent_Disc_Mail_FS_Fam,b1a_7_TV_Rent_Digtl_Sub_FS_Fam,b1a_8_TV_Rent_Digtl_Sub_Ep_Fam,b1a_9_TV_Free_Digtl_Ads_FS_Fam,b2_1_TV_Buy_Disc_DVD_FS_Catalog,b2_2_TV_Buy_Disc_Blu.ray_FS_Catalog,b2_3_TV_Buy_Digtl_FS_Catalog,b2_4_TV_Buy_Digtl_Ep_Catalog,b2_5_TV_Rent_Disc_Store_FS_Catalog,b2_6_TV_Rent_Disc_Mail_FS_Catalog,b3_1_Mo_Rent_Theater_All,b3_2_Mo_Buy_Disc_DVD_All,b3_3_Mo_Buy_Disc_Blu.ray_All,b3_4_Mo_Buy_Digtl_All,b3_5_Mo_Rent_Disc_Store_All,b3_6_Mo_Rent_Disc_Kiosk_All,b3_7_Mo_Rent_Disc_Mail_All,b3_8_Mo_Rent_Digtl_Trans_All,b3_9_Mo_Rent_Digtl_Sub_All,b3_10_Mo_Free_Digtl_All,b3_11_Mo_Rent_Digtl_cVOD_All,b3a_2_Mo_Buy_Disc_DVD_Fam,b3a_3_Mo_Buy_Disc_Blu.ray_Fam,b3a_4_Mo_Buy_Digtl_Fam,b3a_5_Mo_Rent_Disc_Store_Fam,b3a_6_Mo_Rent_Disc_Kiosk_Fam,b3a_7_Mo_Rent_Disc_Mail_Fam,b3a_8_Mo_Rent_Digtl_Trans_Fam,b3a_9_Mo_Rent_Digtl_Sub_Fam,b3a_11_Mo_Rent_Digtl_cVOD_Fam,b4_2_Mo_Buy_Disc_DVD_Catalog,b4_3_Mo_Buy_Disc_Blu.ray_Catalog,b4_4_Mo_Buy_Digtl_Catalog,b4_5_Mo_Rent_Disc_Store_Catalog,b4_6_Mo_Rent_Disc_Kiosk_Catalog,b4_7_Mo_Rent_Disc_Mail_Catalog,b4_8_Mo_Rent_Digtl_Trans_Catalog,b4_11_Mo_Rent_Digtl_cVOD_Catalog,b5_1_Game_Buy_Disc,b5_2_Game_buy_Digtl,b5_3_Game_buy_Digtl,b5_4_Game_buy_Disc,b5_5_Game_Rent_Disc,b5_6_Game_Rent_Disc,b5_7_Game_Rent_Digtl,b6_1_netflix.watch.instantly,b6_2_netflix.by.mail,b6_3_amazon.prime,b6_4_hulu,b6_5_cbs.all.access,b6_6_sling.tv,b6_7_wwe.network,b6_8_hbo.now,b6_9_playstation.vue,b6_10_starz,b6_11_showtime,b6_12_noggin,b6_9_35_other_playstation.vue.amount,dm3_parentU18,dm7_income,dm9_employment,dm11_education,dm12_marital_status,dm5_parboy_U2,dm5_parboy_2to3,dm5_parboy_4to5,dm5_parboy_6to8,dm5_parboy_9to11,dm5_parboy_12to14,dm5_parboy_15to17,dm5_pargirl_U2,dm5_pargirl_2to3,dm5_pargirl_4to5,dm5_pargirl_6to8,dm5_pargirl_9to11,dm5_pargirl_12to14,dm5_pargirl_15to17,dm6_rel.in.house_parent,dm6_rel.in.house_children,dm6_rel.in.house_grandparent,dm6_rel.in.house_grandchildren,dm6_rel.in.house_partner,dm6_rel.in.house_other,dm6_rel.in.house_unrelated,s3_gender,s4_age,s5_zip.code,s6_state,s7_span.lang.dom,cqS5xEx_2,Service_Cable_Provider,Device_Smartphone_Brand,Service_Cable_CancelTime,Device_TV_Std,Device_TV_HD,Device_TV_3D,Device_TV_4K,Device_TV_SmartTV,Device_Player_DVD,Device_Player_Blu.ray,Device_Player_3D.Blu.ray,Device_DVR,Device_Stream_Apple.TV,Device_Stream_Roku.player,Device_Stream_Chromecast,Device_Stream_Amazon.Fire.Stick,Device_Stream_Other,Device_Computer_Desktop,Device_Computer_Laptop,Device_Smartphone,Device_Wearable,Device_Tablet_iPad,Device_Tablet_Other,Device_Game_Xbox.360,Device_Game_Xbox.One,Device_Game_PS3,Device_Game_PS4,Device_Game_Nintendo.Wii,Device_Game_Nintendo.Wii.U,Device_Game_Other.console,Device_Game_Handheld,Service_Cable_Basic,Service_Cable_Expanded,Service_Cable_Premium,Service_Broadband,Service_Disc_Mail.Sub,Service_Stream_Netflix,Service_Stream_Amazon.Prime,Service_Stream_Hulu,Service_Stream_CBS.All.Access,Service_Stream_WWE.Network,Service_Stream_Sling.TV,Device_Stream_Roku.stick,Device_Stream_Amazon.Fire.TV,Service_Stream_HBO.Now,Service_Stream_Starz.Play,Service_Stream_Playstation.Vue,Service_Stream_Showtime.Anytime,Service_Stream_Noggin,Device_Virtual.Reality,Device.Service_None,Digital.Locker_iTunes,Digital.Locker_UltraViolet,Digital.Locker_Amazon.Instant.Video,Digital.Locker_Vudu,Digital.Locker_Google.Play,Digital.Locker_Disney.Movies.Anywhere,Digital.Locker_CinemaNow,Digital.Locker_Flixster,Digital.Locker_Other,Digital.Locker_None,Typ.Dev.Watch.Discs_DVD.player,Typ.Dev.Watch.Discs_Blu.ray.player,Typ.Dev.Watch.Discs_Desktop.computer,Typ.Dev.Watch.Discs_Laptop.computer,Typ.Dev.Watch.Discs_Xbox.360,Typ.Dev.Watch.Discs_Xbox.One,Typ.Dev.Watch.Discs_PS3,Typ.Dev.Watch.Discs_PS4,Typ.Dev.Watch.Discs_Other.Gaming.Console,Typ.Dev.Watch.Discs_None,Typ.Dev.Watch.Digital_Smart.TV,Typ.Dev.Watch.Digital_Blu.ray.player,Typ.Dev.Watch.Digital_DVR,Typ.Dev.Watch.Digital_Stream_Apple.TV,Typ.Dev.Watch.Digital_Stream_Roku.player,Typ.Dev.Watch.Digital_Stream_Chromecast,Typ.Dev.Watch.Digital_Stream_Amazon.Fire.Stick,Typ.Dev.Watch.Digital_Stream_Other,Typ.Dev.Watch.Digital_Computer_Desktop,Typ.Dev.Watch.Digital_Computer_Laptop,Typ.Dev.Watch.Digital_Smartphone,Typ.Dev.Watch.Digital_Tablet_iPad,Typ.Dev.Watch.Digital_Tablet_Other,Typ.Dev.Watch.Digital_Game_Xbox.360,Typ.Dev.Watch.Digital_Game_Xbox.One,Typ.Dev.Watch.Digital_Game_PS3,Typ.Dev.Watch.Digital_Game_PS4,Typ.Dev.Watch.Digital_Game_Nintendo.Wii,Typ.Dev.Watch.Digital_Game_Nintendo.Wii.U,Typ.Dev.Watch.Digital_Game_Other.Console,Typ.Dev.Watch.Digital_Game_Handheld,Typ.Dev.Watch.Digital_Stream_Roku.Stick,Typ.Dev.Watch.Digital_Stream_Amazon.Fire.TV,Typ.Dev.Watch.Digital_None
11672,5,5,10,10,15,15,10,10,20,15,10,1,2,2,2,5,5,5,5,10,2,2,4,2,5,5,10,2,8,10,2,0,0,15,20,5,15,1,2,5,0,0,0,4,5,8,1,2,2,1,0,0,4,5,5,10,15,2,0,0,3,3, ,17,51, , , ,32, ,38,41, , ,1,5,1,6,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,29,94122,5, ,0,3,1, , ,1,1,1,1, ,1,1,1, ,1,1, , ,1,1,1,1, ,1, ,1, , , ,1, ,1,1,1,1,1, ,1,1,1, , , ,1, ,1,1, ,1, , , ,0,0,1,0,1,1,0,0,0,0, ,1,1,1, ,1, , , ,0,1,0,1, ,1,1, , ,1,1,0, ,1, ,1, , , ,0, ,0,1, ,0
11675,2,0,0,1,1,3,3,1,1,0,3,2,0,0,1,1,2,1,1,1,1,0,0,0,1,2,0,1,0,0,0,0,1,2,4,2,1,1,0,0,0,0,1,1,2,0,1,0,0,0,0,1,2,1,1,1,0,0,0,0,2, , ,16, , , , , , , , , , ,1,3,4,3,2,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,2,38,27253,34, ,0, ,1,1, ,1, , , ,1, ,1, , , , ,1, , ,1,1, , , , ,1, , , , , , , , , , , , ,1, , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,1,1,1, ,1, ,1, , , ,0, ,0, , , , ,0, , ,0,1, , , ,0, , , , , , , , ,0
11676,0,0,0,0,0,0,0,18,0,2,30,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,6,0,1,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , ,20, , , , , , , , , ,1,6,1,6,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,52,19406,39, ,0,6,1, , ,1, , , ,1, , , , ,1, , , ,1,1,1, , ,1, , ,1, , , , , ,1,1, ,1, , , ,1, , , , , , , , , , , , ,0,0,1,0,1,0,0,0,0,0,1, ,0,0, , ,0, , ,0, , , , ,1, , , ,0,0,0, ,1, , ,0, , , , , , , ,0
11677,5,5,5,5,0,0,10,5,0,2,10,1,1,0,0,0,0,2,1,0,5,5,5,5,0,0,30,25,5,5,0,0,0,0,25,0,5,5,1,1,0,0,0,0,5,1,25,5,5,0,0,0,0,5,10,5,5,0,0,0,0,3, ,17, , , , , , , , , , ,1,5,1,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,35,45801,36, ,0,2,1, , ,1, , ,1,1,1, ,1, , ,1,1, ,1,1,1,1, ,1,1, , ,1,1, , ,1, ,1,1, , ,1,1, , , , , , , , , , , , , ,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0, , ,0, ,0,1,1,1, , ,1,1, ,0,1,1, ,1,1, , ,1,1, , ,0, , ,0
11684,2,0,0,0,0,1,10,10,2,20,100,1,0,0,0,0,0,3,2,2,2,0,0,0,0,1,6,10,7,0,0,0,0,0,50,10,10,4,5,0,0,0,0,0,10,2,10,7,0,0,0,0,0,0,0,1,0,0,0,0,0,4, , , , , , , , , , , , ,2,7,4,3,1, , , , , , , , , , , , , , ,1,0,0,0,0,0,0,2,34,22408,47, ,0,6,1, ,1,1, , ,1,1, , , , , , , , ,1,1,1, , ,1, , , , ,1, , , , , ,1, , ,1, , , , , , , , , , , , , , ,0,0,0,0,1,0,0,0,0,0,1, ,1,1, , , , , ,0,1, , , , , , , ,0,1,0, ,0, , , , ,0, , , , , ,0
11685,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , ,2,4,2,6,3, , , , , , , , , , , , , , ,0,1,0,0,1,0,0,2,68,34212,10, ,0,98,1, ,1,1, , , ,1, , , , , , , , ,1,1,1, ,1,1, , , , , , , , , , ,1,1, , , , , , , ,1, , , , , , , , ,1,0,0,0,0,0,0,0,1,0,1, ,0,0, , , , , ,0, , , , , , , , ,0,0,0,1,0, , , , , , , , ,1, ,0
11689,0,0,0,0,0,0,2,4,0,0,50,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,1,0,2,0,0,0,0,26,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,17, , , , , , , , , , ,1,6,1,2,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,2,33,53214,50, ,0,2,4, ,1,1, , , ,1, , , , , , , , , ,1,1, ,1,1,1,1,1, , , , , , ,1, ,1, , ,1, , , , , , , , , , , , , ,0,0,1,0,0,1,0,0,0,0,1, , ,0,0,0,0, , ,0, , , , , , , , , ,0,1,1,1,0,1,0, , , , , , , ,0
11691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , ,1,1,4,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,33,13069,33, ,0,2, , , ,1, , , ,1, , ,1, , , , , , ,1, , , , , , , , , , , , , , ,1,1, , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,1,0, , ,0, , , , , ,1, , ,0, , , , , , ,0, , , , , , , , , , , , , ,1
11692,0,0,0,1,0,0,3,40,0,0,0,0,0,0,1,0,0,3,40,0,0,0,0,1,0,0,10,1,1,0,0,0,0,1,20,0,2,1,1,0,0,0,0,1,20,2,1,1,0,0,0,0,1,2,0,5,1,0,1,0,1,3, ,16, , , , ,32, , , , , , ,6,1,4,3, , , , , , , , , , , , , , ,0,1,0,0,1,0,0,1,15,77065,44, ,0,5,4, , ,1, , , , ,1, ,1,1, , , , ,1,1,1, ,1, , ,1, ,1, ,1, , ,1, , , , ,1,1, , , , , , ,1, , , , , , ,0,0,0,0,0,0,0,0,1,0, ,0,0,0, ,0, ,1, ,0, ,1,1,1, , , , ,0,1,0,0, , ,0, ,0, ,0, , , , ,0
11693,0,1,0,0,0,0,1,1,1,6,12,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,3,1,3,1,0,1,0,1,3,0,1,1,3,1,0,1,0,1,3,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3, , , , , , , , , , , , ,1,5,1,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,26,48183,23, ,0,5,4, , ,1, , ,1,1,1, ,1, , , , , , ,1,1,1,1, , , ,1, , , , , , ,1, ,1, ,1, , , , , , , , , , , , , , ,1,0,0,0,0,1,0,0,0,0,1,1, ,0, , ,1, , ,0,1,0,1, , , , , , ,1,0,1, , , ,1, , , , , , , ,0
11696,0,0,0,0,25,0,5,20,0,0,0,0,0,0,0,15,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,25,0,0,25,0,0,0,0,0,0,15,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3, , , , , , , , , , , , ,1,2,1,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,46,38572,43, ,0,4,1, ,1,1, , , ,1,1, , , , , , , ,1,1,1, , , , , , , , , , , ,1,1,1,1, ,1, , , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,1,1,0,0,0, , , , , ,0, ,1, , , , , , ,0,0,1, , , , , , , , , , , , ,0
11697,2,2,1,10,4,10,6,25,0,0,0,0,0,0,0,0,5,1,5,0,0,0,0,0,0,0,6,1,1,1,3,3,3,1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,5,5,5,5,5,5,2,8,17,20, , , ,32, , , , , ,2,6,1,4,1, , , , , , , , , , , , , , ,0,0,0,0,0,0,1,1,29,20886,21, ,0,6,4, ,1,1,1, , ,1,1, , , , , , , ,1,1,1, ,1,1,1,1, , ,1, ,1, ,1, ,1, ,1,1,1,1, , , , , ,1, , , , , , ,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0, , ,0,0, ,0, , , , , , ,0,0,0,0,0,1,0, , ,0, ,1, , , ,0
11698,3,8,6,4,1,2,10,8,3,30,10,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,12,5,10,3,10,11,8,6,40,10,6,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,9,14,3,1,1,1,2,4,7,17,20, , ,29,32, ,38,41, , ,2,4,1,4,1, , , , , , , , , , , , , , ,0,0,0,0,0,1,0,1,30,1830,22, ,0,1,1, ,1,1, , , ,1,1, ,1, ,1, , ,1, ,1,1,1, , ,1, , ,1, ,1,1,1,1,1,1,1,1,1,1,1, ,1, , , ,1,1, ,1, , , ,1,0,1,0,1,0,0,1,1,0,0,1, ,1,0, , ,1,0,0, ,1,0, ,1, , ,1, ,1,1, , ,1, , ,1, ,1,0,1, , ,0
11699,1,0,1,3,0,1,3,50,3,1,1,1,0,1,1,0,1,2,2,1,1,0,1,1,0,1,4,5,1,1,0,1,0,4,20,1,1,1,1,1,0,0,0,1,1,0,1,1,1,0,0,0,1,1,6,2,10,0,0,0,0,2, ,17, , , , , , , , , , ,1,5,2,3,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2,28,45238,36, ,0,2,4, , ,1, , , ,1,1, , , , , ,1,1, ,1,1, ,1, , ,1, , , , , , , ,1,1, , ,1,1, , , , , , , , , , , , , ,0,0,1,0,0,1,0,0,0,0,1,1, ,0, ,1, , , ,0, ,1, , , , ,1,0, ,0,0,1, , ,1, , , , , , , , ,0
11700,0,0,0,0,0,0,10,0,0,6,100,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,25,0,0,10,0,5,0,0,0,0,12,0,0,6,2,0,0,0,0,5,0,0,1,0,0,0,0,3,0,0,3, , , , , , , , , , , , ,2,6,4,6,1, , , , , , , , , , , , , , ,0,1,0,0,0,0,0,2,47,2382,22, ,0,1,1, , ,1,1, ,1,1,1,1,1,1, , , , , ,1,1, ,1, ,1,1, , ,1, , ,1,1,1,1,1, ,1, , , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,1,1,1, ,0,1,1, , , ,0,1,0,0,1, , , , , ,1,0,1, ,0,0, , ,0, , ,0, , ,0
11701,0,0,0,0,0,0,0,0,0,30,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0, , , , , , , , , , , , , , ,7,1,6,3, , , , , , , , , , , , , , ,0,1,0,0,1,0,0,1,12,22801,47, ,0,1,1, ,1,1, , , ,1, , , , , , , , , ,1,1, ,1, ,1, , , , , , ,1, ,1, , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,1,1, , ,0,1, , , , ,0, , , , , , , , , ,1,0,1, ,0, , , , , , ,0, , ,0
11706,0,0,0,0,0,0,78,60,0,87,67,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,14,0,2,0,0,0,0,0,67,0,0,0,1,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3, ,17, , , , , , , , , , , ,3,1,3,3, , , , , , , , , , , , , , ,1,0,0,0,0,0,0,1,14,23661,47, ,0,6,4, ,1, ,1, , ,1,1, , , , , , , , ,1,1, , , , , ,1, , , , , ,1, ,1, , ,1,1, , , , , , , , , , , , , ,0,0,1,1,0,0,0,0,0,0,1,1, ,0, , ,0, , ,0, ,0, , , , , , , ,1,1, , , , ,1, , , , , , , ,0
11707,0,0,0,0,0,0,50,25,25,25,100,0,0,0,0,0,0,40,20,20,0,0,0,0,0,0,6,0,6,0,0,0,0,0,5,10,1,0,4,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,3,5,3,0,0,0,0,3, ,17,20, , , , , , ,41, , , ,7,4,1,1, , , , , , , , , , , , , , ,1,0,0,0,0,0,0,1,16,90603,5, ,0,6,4, ,1,1, , , ,1,1, , , , ,1,1,1,1, ,1, ,1,1,1,1,1, ,1, , , , ,1, , , ,1,1,1, , , , , , , , ,1, , , ,1,0,0,0,0,0,0,0,0,0,1,0,0, ,0,0,0, , ,0, ,0, , , ,0,1,0,0, ,1,1,1,0,1,1, ,0, , , , , ,0
11708,0,0,0,0,0,0,10,30,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3, , , , , , , , , , , , ,2,4,4,2,3, , , , , , , , , , , , , , ,0,0,0,0,1,0,0,2,52,50629,13, ,0,98,1, ,1,1, , , , , , ,1, , , , , ,1,1,1, , , , , ,1, , , , , ,1,1, , , ,1, , , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,1, , ,1,1, , ,0, , ,0, , ,1, , , , , ,0,0,0, , , , ,1, , , , , , , ,0
11709,0,0,0,0,0,0,10,200,0,20,0,0,0,0,0,0,0,5,50,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3, ,17, , , , , , , , , , ,1,4,4,4,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,32,77378,44, ,0, ,4,1, ,1, , , ,1, , , ,1, , , , , ,1,1, ,1, , , ,1, ,1,1, , , , , ,1, ,1,1, , , , , , , , , , , , , ,0,0,1,0,0,1,0,0,0,0,1, , ,0, , ,0, , ,0, , , ,1, , , , , ,0,1,1, , , ,0, ,0,0, , , , ,0
11714,0,0,0,0,0,0,9,9,1,1,0,0,0,0,0,0,0,9,9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0,0,0,1,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2, , ,20, , , , , , , , , ,2,4,2,2,3, , , , , , , , , , , , , , ,0,1,0,0,1,0,0,2,52,67013,17, ,0, , ,3, ,1, , ,1, , , , , , , , , ,1,1, , , ,1, , , , , , , , , , , ,1, ,1, ,1, , , , , , , , , , , , ,0,0,0,1,0,0,0,0,0,0, , ,1,0, , , , , ,0,1, , , , , , , ,1,1, , ,0, , , , , , , , , , ,0
11715,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,3,0,0,0,0,0,2, , , , , , , , , , , , ,2,7,1,4,3, , , , , , , , , , , , , , ,0,1,0,0,1,0,0,2,58,62035,15, ,0,8,4, , , ,1, , ,1, , , , , , , ,1,1,1,1,1,1,1,1, , ,1, , , , ,1, , , , ,1, , , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,1,1, ,1,1,0, , ,0, ,0, , , , , , , ,0,0,0,0,1,0,0, , ,0, , , , , , ,0
11718,0,0,0,0,0,0,0,0,0,15,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,3,0,0,35,0,0,0,0,6,1,1,0,0,1,0,0,0,1,6,3,0,0,35,0,0,6,0,0,0,0,0,0,0, , , , , , , , , , , , , ,2,6,1,4,3, , , , , , , , , , , , , , ,0,0,0,0,1,0,0,2,59,98034,48, ,0,1,2, ,1, , ,1, ,1,1, , , , , , , ,1,1,1, , , , , , , , , , , , ,1, ,1, , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,1,1,1,1,1, , , , , ,0, ,0, , , , , , ,0,0,0, , , , , , , , , , , , ,1
11720,0,0,0,0,0,0,11,142,2,48,0,0,0,0,0,0,0,11,142,2,0,0,0,0,0,0,5,0,0,6,0,0,0,3,25,0,0,0,0,6,0,0,0,3,25,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0,3, ,17,51, , , ,32, , , , , , ,7,1,6,3, , , , , , , , , , , , , , ,1,1,0,0,1,0,0,2,14,34683,10, ,0,98,4, , ,1, , ,1, , , , ,1, , , , ,1,1,1,1,1, , , , , , ,1, , , ,1, ,1, ,1,1,1, , , , , ,1, , , , , , ,1,0,1,0,0,0,0,0,0,0, , ,0,0, , , , , ,1,1, , ,1, , , , ,0,1,1,1, , , , , , ,1, , , , ,0
11721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0, , ,17, , , , , , , , , , ,2,8,1,6,1, , , , , , , , , , , , , , ,1,0,0,0,0,1,0,1,40,60453,15, ,0,3,1, , ,1, , , ,1, , ,1, ,1,1, , ,1,1,1, , ,1,1, ,1, ,1, ,1, , ,1, ,1, , ,1, , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,1,1, ,0,0,0, ,1, ,0,0, , ,0, ,0,0, , ,0,0,0, ,0,0, ,0, ,0, ,0, , , ,1
11722,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,6,0,0,0,0,6,24,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,1,0,0,0,0,0,0,0, , , ,51, , , , , , , , , ,2,9,1,3,3, , , , , , , , , , , , , , ,1,0,0,0,1,0,0,2,58,19020,39, ,0,1,1, , ,1, , ,1,1, , , , , , , ,1,1,1,1, , ,1, , , , , , , , , ,1,1, , , , ,1, , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,1,1, ,0,0, , , , , ,0,1, , , , , , ,1,0,0,1, ,1, , , , , , , , , , ,0
11723,0,0,0,0,0,0,0,0,2,10,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , ,2,7,2,3,1, , , , , , , , , , , , , , ,1,0,0,0,0,0,0,1,23,8820,31, ,0,1,4, ,1,1, , ,1,1, , , , , ,1, , ,1,1,1, , ,1, , , , , , , , , , ,1,1, , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,1,0, ,0,1, , , , , ,0,0, , , , ,0, , ,0,1,0, ,0, , , , , , , , , , ,0
11725,0,0,0,0,0,0,3,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,4,0,8,10,0,5,0,0,0,0,1,0,1,2,1,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,4, ,17, , , , , , , , , , ,2,7,1,4,3, , , , , , , , , , , , , , ,0,0,0,0,1,0,0,2,31,19111,39, ,0,6,4, , ,1, , ,1, ,1, ,1, , , , , , ,1,1, ,1,1, , , ,1,1, , , , ,1, ,1, ,1,1, , , , ,1, , , , , , , , ,0,0,1,0,0,0,0,0,0,0, ,0, ,0, , , ,1, ,0,1,1,0, , , , , , ,0,0,1,0, , , ,0,0, , , ,1, ,0
11729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , ,2,2,4,1,3, , , , , , , , , , , , , , ,0,0,0,0,1,0,0,2,43,45011,36, ,0, ,1,3, ,1, , , ,1, , , , , , , , ,1, ,1, , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,1,1, ,0, , , , , , ,0, , , , , , , , ,0, ,0, , , , , , , , , , , , ,1
