respid,Gender,Age,Age_Breaks,Region2,Race,Language_Dominance,Parent,HH_Income,Employment,Education,Marital_Status,Total_Paid_HE_Movies,Bought_Disc_DVD,Bought_Disc_BD,Bought_Digital,Rented_Disc_Store,Rented_Disc_Kiosk,Rented_Disc_Mail,Rented_Digital_iVOD,Rented_Digital_sVOD,Rented_Digital_cVOD,cqhidGroup,filter_$,ZTotal_Paid_HE_Movies,Buy_Disc_Percent,Buy_Digital_Percent,Rent_Disc_Percent,Rent_Digital_Percent
7384,2,26,25-34,2,5,3,2,6,1,6,1,2,0,0,0,0,0,0,0,2,0,1,1,-.691062891487699,0,0,0,1
7385,2,45,45-54,4,5,3,1,7,4,4,3,22,0,0,4,0,0,0,6,8,4,1,1,.132994800521652,0,.181818181818182,0,.818181818181818
7386,1,62,55-64,2,1, ,2,3,1,5,1,1,1,0,0,0,0,0,0,0,0,1,1,-.732265776088167,1,0,0,0
7387,1,55,55-64,3,1, ,2,1,1,4,1,22,0,0,0,0,2,0,0,20,0,1,1,.132994800521652,0,0,.0909090909090909,.909090909090909
7392,2,40,35-44,3,5,3,1,6,4,4,3,9,1,0,0,0,3,0,0,5,0,1,1,-.402642699284426,.111111111111111,0,.333333333333333,.555555555555556
7393,1,21,18-24,1,1, ,2,5,1,2,1,8,2,0,0,3,0,3,0,0,0,1,1,-.443845583884894,.25,0,.75,0
7397,2,47,45-54,4,5,3,1,4,1,5,3,10,0,0,0,0,0,0,0,10,0,1,1,-.361439814683959,0,0,0,1
7403,2,21,18-24,2,5,2,1,7,4,3,1,35,5,1,2,2,2,1,10,10,2,1,1,.668632300327731,.171428571428571,.0571428571428571,.142857142857143,.628571428571429
7405,1,23,18-24,1,2, ,2,4,1,4,1,9,0,0,0,0,1,0,0,8,0,1,1,-.402642699284426,0,0,.111111111111111,.888888888888889
7407,2,50,45-54,4,5,2,1,8,1,4,3,27,0,0,0,0,3,0,0,12,12,1,1,.33900922352399,0,0,.111111111111111,.888888888888889
7408,2,23,18-24,3,5,3,2,6,1,4,2,17,0,6,0,0,1,0,0,10,0,1,1,-.0730196224806857,.352941176470588,0,.0588235294117647,.588235294117647
7410,1,18,18-24,2,1, , ,6,2,2,1,4,4,0,0,0,0,0,0,0,0,1,1,-.608657122286764,1,0,0,0
7415,2,30,25-34,4,5,3,1,6,4,4,3,28,3,3,3,8,8,0,1,1,1,1,1,.380212108124458,.214285714285714,.107142857142857,.571428571428571,.107142857142857
7417,2,26,25-34,1,5,3,1,7,1,4,1,15,2,3,0,0,0,0,0,10,0,1,1,-.155425391681621,.333333333333333,0,0,.666666666666667
7418,1,23,18-24,1,1, ,2,4,2,3,1,10,0,1,2,0,0,0,0,7,0,1,1,-.361439814683959,.1,.2,0,.7
7420,2,34,25-34,2,5,3,1,7,1,6,2,3,0,1,0,1,0,0,0,1,0,1,1,-.649860006887232,.333333333333333,0,.333333333333333,.333333333333333
7422,1,24,18-24,2,1, ,1,5,1,2,1,66,7,9,8,6,7,6,8,8,7,1,1,1.94592172294223,.242424242424242,.121212121212121,.287878787878788,.348484848484849
7427,1,64,55-64,4,1, ,2,6,3,4,3,48,10,3,0,0,35,0,0,0,0,1,1,1.20426980013381,.270833333333333,0,.729166666666667,0
7433,2,41,35-44,4,5,4,1,6,4,3,3,7,4,0,0,0,0,0,0,3,0,1,1,-.485048468485362,.571428571428571,0,0,.428571428571429
7446,2,24,18-24,4,5,4,1,3,4,3,3,8,0,0,0,0,3,0,0,5,0,1,1,-.443845583884894,0,0,.375,.625
7449,1,24,18-24,3,1, ,2,3,2,2,1,5,2,0,0,0,0,0,0,0,3,1,1,-.567454237686297,.4,0,0,.6
7452,2,34,25-34,3,5,4,1,7,1,4,3,15,2,3,0,0,2,0,0,8,0,1,1,-.155425391681621,.333333333333333,0,.133333333333333,.533333333333333
7453,1,63,55-64,3,1, ,2,7,2,5,3,2,0,0,0,0,2,0,0,0,0,1,1,-.691062891487699,0,0,1,0
7455,2,26,25-34,3,5,4,2,3,1,3,1,76,2,10,2,0,2,0,10,50,0,1,1,2.3579505689469,.157894736842105,.0263157894736842,.0263157894736842,.789473684210526
7459,1,59,55-64,1,1, ,1,6,2,6,3,8,0,0,0,6,2,0,0,0,0,1,1,-.443845583884894,0,0,1,0
7461,2,19,18-24,2,5,4, ,3,1,3,1,49,3,3,3,0,5,0,5,20,10,1,1,1.24547268473428,.122448979591837,.0612244897959184,.102040816326531,.714285714285714
7469,2,25,25-34,4,5,4,2,5,1,3,1,21,0,0,0,0,0,0,0,20,1,1,1,.0917919159211846,0,0,0,1
7488,2,43,35-44,4,5,4,1,4,1,6,1,13,0,0,0,0,0,0,0,7,6,1,1,-.237831160882556,0,0,0,1
7494,2,29,25-34,3,5,3,2,7,1,4,1,51,4,2,0,10,10,0,0,20,5,1,1,1.32787845393521,.117647058823529,0,.392156862745098,.490196078431373
7501,2,27,25-34,3,5,2,1,2,4,4,3,2,0,0,0,0,0,0,1,1,0,1,1,-.691062891487699,0,0,0,1
7502,2,28,25-34,3,5,3,1,6,4,2,3,19,3,1,2,0,6,0,0,5,2,1,1,.00938614672024944,.210526315789474,.105263157894737,.315789473684211,.368421052631579
7523,2,38,35-44,4,5,4,1,1,4,2,2,18,0,0,2,0,3,0,3,5,5,1,1,-.0318167378802181,0,.111111111111111,.166666666666667,.722222222222222
7525,1,23,18-24,3,1, ,2,4,1,5,1,5,0,0,0,0,0,0,0,5,0,1,1,-.567454237686297,0,0,0,1
7539,1,23,18-24,3,1, ,2,1,4,3,1,4,0,0,0,0,0,0,0,4,0,1,1,-.608657122286764,0,0,0,1
7540,1,18,18-24,2,1, , ,5,4,3,1,30,0,0,0,0,0,0,0,30,0,1,1,.462617877325393,0,0,0,1
7543,2,25,25-34,3,5,3,2,3,2,4,2,10,2,1,0,0,1,0,0,1,5,1,1,-.361439814683959,.3,0,.1,.6
7548,1,24,18-24,3,1, ,2,3,2,3,2,13,0,0,0,0,3,0,0,10,0,1,1,-.237831160882556,0,0,.230769230769231,.769230769230769
7560,2,54,45-54,3,5,3,1,8,1,4,3,8,6,0,0,2,0,0,0,0,0,1,1,-.443845583884894,.75,0,.25,0
7562,2,41,35-44,4,5,4,1,6,1,6,3,66,2,0,0,0,5,40,0,19,0,1,1,1.94592172294223,.0303030303030303,0,.681818181818182,.287878787878788
7563,1,63,55-64,2,1, ,2,4,3,3,2,17,3,2,1,2,0,0,2,5,2,1,1,-.0730196224806857,.294117647058824,.0588235294117647,.117647058823529,.529411764705882
7567,2,42,35-44,1,5,4,1,5,4,3,3,67,5,0,1,0,0,0,1,50,10,1,1,1.98712460754269,.0746268656716418,.0149253731343284,0,.91044776119403
7569,2,37,35-44,3,5,4,1,7,4,3,2,12,0,0,0,0,2,0,0,10,0,1,1,-.279034045483024,0,0,.166666666666667,.833333333333333
7578,1,59,55-64,3,1, ,2,3,3,3,1,2,0,0,0,2,0,0,0,0,0,1,1,-.691062891487699,0,0,1,0
7581,1,48,45-54,4,2, ,2,1,4,2,1,30,0,0,0,0,0,0,0,30,0,1,1,.462617877325393,0,0,0,1
7602,1,64,55-64,1,1, ,2,7,1,4,3,3,2,0,0,0,1,0,0,0,0,1,1,-.649860006887232,.666666666666667,0,.333333333333333,0
7604,2,26,25-34,1,5,4,2,6,1,4,1,17,1,2,1,0,1,0,0,10,2,1,1,-.0730196224806857,.176470588235294,.0588235294117647,.0588235294117647,.705882352941177
7649,2,37,35-44,2,5,2,1,5,2,5,3,8,1,1,1,1,1,0,0,3,0,1,1,-.443845583884894,.25,.125,.25,.375
7669,2,16,12-17,2,1, , ,10,4,1,1,3,0,0,0,0,0,0,0,3,0,1,1,-.649860006887232,0,0,0,1
7687,2,39,35-44,3,5,2,1,7,1,4,3,90,10,10,10,10,10,10,10,10,10,1,1,2.93479095335345,.222222222222222,.111111111111111,.333333333333333,.333333333333333
7691,2,17,12-17,2,1, , ,3,4,3,1,7,0,0,0,1,0,0,0,2,4,1,1,-.485048468485362,0,0,.142857142857143,.857142857142857
7723,2,45,45-54,2,5,2,1,5,1,4,3,1,0,0,0,0,0,0,1,0,0,1,1,-.732265776088167,0,0,0,1
7725,2,39,35-44,4,5,2,1,5,1,4,1,5,0,3,0,0,2,0,0,0,0,1,1,-.567454237686297,.6,0,.4,0
7726,2,14,12-17,3,1, , ,10,4,1,1,50,0,0,0,0,0,0,0,50,0,1,1,1.28667556933474,0,0,0,1
7739,2,21,18-24,4,5,4,1,4,4,2,2,33,3,1,1,5,3,0,0,20,0,1,1,.586226531126796,.121212121212121,.0303030303030303,.242424242424242,.606060606060606
7753,1,62,55-64,3,1, ,2,7,1,5,3,3,0,0,0,0,0,0,0,0,3,1,1,-.649860006887232,0,0,0,1
7766,1,23,18-24,1,5,2,2,4,2,4,1,20,1,2,0,0,2,0,5,10,0,1,1,.050589031320717,.15,0,.1,.75
7769,1,55,55-64,3,1, ,2,4,1,3,3,12,3,2,2,0,3,0,2,0,0,1,1,-.279034045483024,.416666666666667,.166666666666667,.25,.166666666666667
7770,2,24,18-24,3,5,2,1,3,1,4,2,12,1,2,1,1,2,1,2,1,1,1,1,-.279034045483024,.25,.0833333333333333,.333333333333333,.333333333333333
7775,1,60,55-64,3,1, ,2,2,3,3,3,50,0,0,0,0,0,0,0,50,0,1,1,1.28667556933474,0,0,0,1
7778,2,15,12-17,3,1, , ,7,4,1,1,1,0,0,0,0,0,0,0,1,0,1,1,-.732265776088167,0,0,0,1
7781,2,46,45-54,3,5,2,2,3,2,3,3,19,3,0,0,10,6,0,0,0,0,1,1,.00938614672024944,.157894736842105,0,.842105263157895,0
7817,1,45,45-54,2,1, ,2,10,4,1,1,4,0,0,0,0,3,0,0,1,0,1,1,-.608657122286764,0,0,.75,.25
7831,1,62,55-64,4,1, ,2,7,3,6,3,2,0,0,0,0,0,0,0,0,2,1,1,-.691062891487699,0,0,0,1
7834,2,44,35-44,3,5,2,1,5,1,6,3,2,0,0,0,0,0,0,0,0,2,1,1,-.691062891487699,0,0,0,1
7835,2,17,12-17,2,1, , ,6,4,1,1,10,1,0,0,2,2,0,0,5,0,1,1,-.361439814683959,.1,0,.4,.5
7867,2,45,45-54,4,5,2,1,7,1,4,3,18,2,2,2,2,2,2,2,2,2,1,1,-.0318167378802181,.222222222222222,.111111111111111,.333333333333333,.333333333333333
7888,1,59,55-64,1,1, ,2,9,1,4,3,26,2,0,0,0,0,0,0,20,4,1,1,.297806338923523,.0769230769230769,0,0,.923076923076923
7919,2,21,18-24,1,5,1,1,8,1,2,3,21,2,2,2,3,3,3,2,2,2,1,1,.0917919159211846,.19047619047619,.0952380952380952,.428571428571429,.285714285714286
7921,2,20,18-24,4,5,2, ,4,4,3,2,6,0,0,1,1,1,1,0,1,1,1,1,-.526251353085829,0,.166666666666667,.5,.333333333333333
8004,2,16,12-17,1,1, , ,10,2,1,1,15,5,0,3,0,5,0,2,0,0,1,1,-.155425391681621,.333333333333333,.2,.333333333333333,.133333333333333
8019,2,17,12-17,3,1, , ,3,4,1,1,26,0,0,0,0,0,0,1,25,0,1,1,.297806338923523,0,0,0,1
8073,2,50,45-54,1,5,2,1,4,4,3,3,11,1,1,0,0,2,1,0,6,0,1,1,-.320236930083491,.181818181818182,0,.272727272727273,.545454545454545
8102,1,68,65-74,1,1, ,2,4,3,3,3,3,0,0,0,0,0,0,0,0,3,1,1,-.649860006887232,0,0,0,1
8120,1,23,18-24,4,1, ,2,2,1,2,1,34,0,0,0,0,0,0,0,34,0,1,1,.627429415727263,0,0,0,1
8133,2,40,35-44,4,5,2,1,7,4,3,3,18,0,3,0,0,8,0,0,4,3,1,1,-.0318167378802181,.166666666666667,0,.444444444444444,.388888888888889
8155,2,22,18-24,3,5,2,2,2,1,4,1,21,4,3,4,1,1,1,4,0,3,1,1,.0917919159211846,.333333333333333,.19047619047619,.142857142857143,.333333333333333
8193,1,15,12-17,3,1, , ,10,4,1,1,3,0,2,0,0,0,0,0,0,1,1,1,-.649860006887232,.666666666666667,0,0,.333333333333333
8228,2,46,45-54,3,5,2,1,3,2,4,3,24,0,0,0,0,0,0,0,24,0,1,1,.215400569722587,0,0,0,1
8230,2,15,12-17,2,4, , ,10,4,1,1,18,3,2,2,1,2,2,1,2,3,1,1,-.0318167378802181,.277777777777778,.111111111111111,.277777777777778,.333333333333333
8239,2,16,12-17,2,2, , ,10,4,1,1,14,3,2,6,0,3,0,0,0,0,1,1,-.196628276282088,.357142857142857,.428571428571429,.214285714285714,0
8240,2,13,12-17,2,1, , ,10,4,1,1,5,0,1,0,4,0,0,0,0,0,1,1,-.567454237686297,.2,0,.8,0
8256,1,17,12-17,2,1, , ,5,4,1,1,5,4,0,0,0,0,0,0,1,0,1,1,-.567454237686297,.8,0,0,.2
8262,2,14,12-17,2,1, , ,1,4,1,4,3,0,0,0,0,0,0,1,2,0,1,1,-.649860006887232,0,0,0,1
8329,2,16,12-17,3,2, , ,10,4,1,4,7,2,2,0,3,0,0,0,0,0,1,1,-.485048468485362,.571428571428571,0,.428571428571429,0
8362,1,15,12-17,2,1, , ,10,4,1,4,18,4,3,0,0,0,6,0,5,0,1,1,-.0318167378802181,.388888888888889,0,.333333333333333,.277777777777778
8364,1,14,12-17,4,5,2, ,4,4,1,1,6,0,0,0,0,0,0,0,0,6,1,1,-.526251353085829,0,0,0,1
8366,1,22,18-24,3,5,2,2,4,2,3,1,32,0,0,1,0,2,0,4,25,0,1,1,.545023646526328,0,.03125,.0625,.90625
8372,1,17,12-17,3,2, , ,7,4,1,1,2,0,0,0,0,0,0,0,2,0,1,1,-.691062891487699,0,0,0,1
8373,2,17,12-17,2,1, , ,6,2,1,1,10,0,0,0,0,0,0,0,10,0,1,1,-.361439814683959,0,0,0,1
8377,2,14,12-17,1,1, , ,10,4,1,1,10,0,0,0,0,0,0,0,10,0,1,1,-.361439814683959,0,0,0,1
8385,2,17,12-17,2,1, , ,7,2,1,1,8,3,0,0,1,0,0,1,3,0,1,1,-.443845583884894,.375,0,.125,.5
8410,2,15,12-17,2,2, , ,1,2,1,1,12,3,0,0,9,0,0,0,0,0,1,1,-.279034045483024,.25,0,.75,0
8411,1,54,45-54,3,1, ,2,7,3,4,3,1,0,0,0,0,1,0,0,0,0,1,1,-.732265776088167,0,0,1,0
8436,2,14,12-17,3,1, , ,7,4,2,1,14,2,2,0,0,5,0,0,5,0,1,1,-.196628276282088,.285714285714286,0,.357142857142857,.357142857142857
8438,2,17,12-17,3,1, , ,10,4,1,1,4,0,0,0,0,1,0,0,3,0,1,1,-.608657122286764,0,0,.25,.75
8453,2,15,12-17,3,1, , ,7,4,1,1,8,0,1,0,0,0,2,0,5,0,1,1,-.443845583884894,.125,0,.25,.625
8456,2,13,12-17,4,1, , ,7,4,1,1,25,0,0,0,0,12,0,5,6,2,1,1,.256603454323055,0,0,.48,.52
8462,2,16,12-17,3,1, , ,10,4,1,1,2,1,0,0,0,0,0,0,1,0,1,1,-.691062891487699,.5,0,0,.5
8472,1,17,12-17,1,1, , ,5,4,1,1,35,1,5,3,5,8,3,3,5,2,1,1,.668632300327731,.171428571428571,.0857142857142857,.457142857142857,.285714285714286
8487,1,14,12-17,1,1, , ,10,4,1,1,5,0,0,0,0,0,0,0,5,0,1,1,-.567454237686297,0,0,0,1
8494,1,46,45-54,4,1, ,1,4,1,4,3,13,1,0,0,0,0,0,0,12,0,1,1,-.237831160882556,.0769230769230769,0,0,.923076923076923
8510,2,13,12-17,4,2, , ,1,4,1,1,3,0,0,0,0,0,0,0,3,0,1,1,-.649860006887232,0,0,0,1
8556,1,13,12-17,3,1, , ,4,4,1,1,2,0,0,1,0,1,0,0,0,0,1,1,-.691062891487699,0,.5,.5,0
8569,2,16,12-17,3,1, , ,10,4,1,1,8,0,2,0,0,0,0,2,2,2,1,1,-.443845583884894,.25,0,0,.75
8576,1,47,45-54,3,2, ,2,4,1,2,3,1,0,0,0,0,0,1,0,0,0,1,1,-.732265776088167,0,0,1,0
8588,2,14,12-17,1,1, , ,7,4,1,1,23,2,1,1,4,3,2,4,3,3,1,1,.17419768512212,.130434782608696,.0434782608695652,.391304347826087,.434782608695652
8617,1,17,12-17,3,1, , ,6,2,1,1,25,0,0,0,0,0,0,0,25,0,1,1,.256603454323055,0,0,0,1
8626,1,49,45-54,2,2, ,2,1,1,2,1,13,8,3,2,0,0,0,0,0,0,1,1,-.237831160882556,.846153846153846,.153846153846154,0,0
8629,1,13,12-17,1,1, , ,2,1,3,1,33,2,1,0,1,28,1,0,0,0,1,1,.586226531126796,.0909090909090909,0,.909090909090909,0
8632,2,19,18-24,4,5,2, ,4,2,3,1,8,1,0,0,0,4,0,0,3,0,1,1,-.443845583884894,.125,0,.5,.375
8642,2,16,12-17,1,2, , ,3,2,1,1,12,0,0,0,0,0,0,0,12,0,1,1,-.279034045483024,0,0,0,1
8653,2,15,12-17,2,1, , ,5,2,2,1,1,0,0,0,0,1,0,0,0,0,1,1,-.732265776088167,0,0,1,0
8654,1,49,45-54,4,4, ,2,6,2,3,3,5,0,0,0,0,1,0,0,4,0,1,1,-.567454237686297,0,0,.2,.8
8673,2,17,12-17,3,1, , ,1,2,1,1,39,4,5,1,0,12,2,0,15,0,1,1,.833443838729601,.230769230769231,.0256410256410256,.358974358974359,.384615384615385
8695,2,15,12-17,1,1, , ,6,4,1,1,28,5,2,1,2,5,6,0,4,3,1,1,.380212108124458,.25,.0357142857142857,.464285714285714,.25
8718,1,17,12-17,3,1, , ,5,4,1,1,1,0,0,0,0,0,0,0,1,0,1,1,-.732265776088167,0,0,0,1
8737,1,14,12-17,1,1, , ,6,1,6,3,24,3,4,1,3,3,1,0,5,4,1,1,.215400569722587,.291666666666667,.0416666666666667,.291666666666667,.375
8741,1,12,12-17,3,2, , ,6,2,6,3,8,0,0,0,0,5,0,0,3,0,1,1,-.443845583884894,0,0,.625,.375
8750,1,16,12-17,2,1, , ,6,4,1,1,6,0,2,2,0,1,0,0,1,0,1,1,-.526251353085829,.333333333333333,.333333333333333,.166666666666667,.166666666666667
8761,2,47,45-54,3,5,2,2,4,1,5,3,75,0,0,0,0,0,70,0,5,0,1,1,2.31674768434643,0,0,.933333333333333,.0666666666666667
8764,1,19,18-24,1,5,2, ,1,4,3,1,4,0,0,0,0,0,0,0,4,0,1,1,-.608657122286764,0,0,0,1
8773,2,14,12-17,4,1, , ,10,4,7,1,5,0,0,0,0,0,0,0,5,0,1,1,-.567454237686297,0,0,0,1
8782,2,23,18-24,3,5,2,2,2,4,3,1,2,2,0,0,0,0,0,0,0,0,1,1,-.691062891487699,1,0,0,0
8787,2,19,18-24,2,5,2, ,1,4,4,1,5,0,0,0,0,0,0,0,5,0,1,1,-.567454237686297,0,0,0,1
8801,2,15,12-17,3,4, , ,6,4,7,1,11,0,1,0,0,0,0,0,10,0,1,1,-.320236930083491,.0909090909090909,0,0,.909090909090909
8831,2,15,12-17,3,1, , ,4,2,1,1,7,0,0,0,0,1,0,0,6,0,1,1,-.485048468485362,0,0,.142857142857143,.857142857142857
8833,2,64,55-64,3,5,2,2,6,3,4,3,1,1,0,0,0,0,0,0,0,0,1,1,-.732265776088167,1,0,0,0
8836,2,16,12-17,2,1, , ,1,2,1,3,26,3,0,0,0,3,0,0,20,0,1,1,.297806338923523,.115384615384615,0,.115384615384615,.769230769230769
8845,1,13,12-17,3,1, , ,6,4,1,1,8,2,1,0,0,2,0,0,1,2,1,1,-.443845583884894,.375,0,.25,.375
8853,2,23,18-24,4,5,2,1,4,4,2,2,45,5,5,5,5,5,5,5,5,5,1,1,1.08066114633241,.222222222222222,.111111111111111,.333333333333333,.333333333333333
8855,2,59,55-64,3,5,2,2,4,4,3,3,2,0,0,0,0,0,0,0,2,0,1,1,-.691062891487699,0,0,0,1
8859,2,15,12-17,3,1, , ,3,4,1,1,3,1,0,0,0,0,0,0,2,0,1,1,-.649860006887232,.333333333333333,0,0,.666666666666667
8870,2,16,12-17,1,4, , ,5,4,1,1,2,0,0,0,0,0,0,0,0,2,1,1,-.691062891487699,0,0,0,1
8873,2,16,12-17,4,1, , ,5,4,1,1,1,0,0,1,0,0,0,0,0,0,1,1,-.732265776088167,0,1,0,0
8884,1,46,45-54,3,1, ,1,3,1,2,3,28,8,0,0,0,20,0,0,0,0,1,1,.380212108124458,.285714285714286,0,.714285714285714,0
8940,2,17,12-17,2,1, , ,2,4,1,1,9,0,0,0,0,3,0,0,6,0,1,1,-.402642699284426,0,0,.333333333333333,.666666666666667
9006,1,16,12-17,3,2, , ,9,4,1,1,9,2,1,1,0,1,2,2,0,0,1,1,-.402642699284426,.333333333333333,.111111111111111,.333333333333333,.222222222222222
9014,2,19,18-24,3,5,2, ,7,2,4,1,13,2,2,1,1,1,2,1,1,2,1,1,-.237831160882556,.307692307692308,.0769230769230769,.307692307692308,.307692307692308
9048,1,15,12-17,3,1, , ,5,1,3,3,27,1,9,2,0,0,0,0,15,0,1,1,.33900922352399,.37037037037037,.0740740740740741,0,.555555555555556
9118,1,17,12-17,3,1, , ,2,4,1,1,9,1,0,0,0,2,0,0,6,0,1,1,-.402642699284426,.111111111111111,0,.222222222222222,.666666666666667
9169,1,15,12-17,4,4, , ,10,4,1,4,86,6,0,0,0,20,0,0,60,0,1,1,2.76997941495158,.0697674418604651,0,.232558139534884,.697674418604651
9176,2,19,18-24,2,5,2, ,4,1,3,1,20,0,0,0,0,0,0,0,20,0,1,1,.050589031320717,0,0,0,1
9205,1,13,12-17,1,1, , ,6,1,6,3,9,1,1,1,1,1,1,1,1,1,1,1,-.402642699284426,.222222222222222,.111111111111111,.333333333333333,.333333333333333
9241,1,16,12-17,3,4, , ,1,4,1,1,1,1,0,0,0,0,0,0,0,0,1,1,-.732265776088167,1,0,0,0
9243,1,16,12-17,2,2, , ,6,1,4,3,33,10,6,3,0,14,0,0,0,0,1,1,.586226531126796,.484848484848485,.0909090909090909,.424242424242424,0
9316,1,15,12-17,4,1, , ,6,4,2,1,45,5,5,5,5,5,5,5,5,5,1,1,1.08066114633241,.222222222222222,.111111111111111,.333333333333333,.333333333333333
9411,1,13,12-17,2,1, , ,7,1,5,3,8,0,0,0,0,2,6,0,0,0,1,1,-.443845583884894,0,0,1,0
9446,1,13,12-17,4,1, , ,5,4,1,1,5,0,0,0,0,0,0,0,5,0,1,1,-.567454237686297,0,0,0,1
9463,1,13,12-17,3,1, , ,6,4,1,1,10,0,0,0,0,5,0,0,5,0,1,1,-.361439814683959,0,0,.5,.5
9495,1,17,12-17,2,1, , ,1,4,4,1,9,1,1,1,1,1,1,1,1,1,1,1,-.402642699284426,.222222222222222,.111111111111111,.333333333333333,.333333333333333
9542,1,14,12-17,3,1, , ,2,4,1,1,38,0,0,3,0,0,0,0,35,0,1,1,.792240954129134,0,.0789473684210526,0,.921052631578947
9658,1,13,12-17,3,1, , ,8,1,6,3,12,1,2,3,1,1,1,1,1,1,1,1,-.279034045483024,.25,.25,.25,.25
9662,1,17,12-17,3,1, , ,6,4,1,1,16,1,0,0,0,0,10,0,3,2,1,1,-.114222507081153,.0625,0,.625,.3125
9699,1,17,12-17,1,1, , ,7,1,3,3,18,2,4,0,2,4,2,0,1,3,1,1,-.0318167378802181,.333333333333333,0,.444444444444444,.222222222222222
9721,1,16,12-17,3,1, , ,6,1,4,3,7,0,2,0,0,2,3,0,0,0,1,1,-.485048468485362,.285714285714286,0,.714285714285714,0
9762,1,15,12-17,2,1, , ,4,4,1,1,1,0,0,0,1,0,0,0,0,0,1,1,-.732265776088167,0,0,1,0
9776,1,15,12-17,1,1, , ,2,1,3,1,5,0,0,0,0,0,0,0,5,0,1,1,-.567454237686297,0,0,0,1
9818,1,17,12-17,4,1, , ,7,4,1,1,22,1,0,0,14,0,0,5,2,0,1,1,.132994800521652,.0454545454545455,0,.636363636363636,.318181818181818
9882,1,17,12-17,3,1, , ,8,4,1,1,17,0,5,1,0,1,0,0,10,0,1,1,-.0730196224806857,.294117647058824,.0588235294117647,.0588235294117647,.588235294117647
9905,1,13,12-17,3,1, , ,5,1,3,3,5,0,2,0,0,2,0,0,0,1,1,1,-.567454237686297,.4,0,.4,.2
10010,1,12,12-17,3,1, , ,2,2,3,3,32,1,1,0,0,0,10,0,20,0,1,1,.545023646526328,.0625,0,.3125,.625
10053,2,51,45-54,1,5,2,2,4,3,3,3,25,0,0,0,0,0,0,0,25,0,1,1,.256603454323055,0,0,0,1
10145,2,54,45-54,4,5,2,1,2,1,4,1,5,1,2,0,0,0,0,0,0,2,1,1,-.567454237686297,.6,0,0,.4
10524,2,46,45-54,3,5,2,2,4,4,4,3,5,0,0,0,0,2,0,0,3,0,1,1,-.567454237686297,0,0,.4,.6
10553,2,62,55-64,3,5,2,2,3,4,2,3,1,0,1,0,0,0,0,0,0,0,1,1,-.732265776088167,1,0,0,0
10932,2,16,12-17,1,5,2, ,6,1,5,3,17,0,0,0,0,0,0,5,12,0,1,1,-.0730196224806857,0,0,0,1
11103,2,15,12-17,3,5,1, ,4,4,1,1,10,0,0,0,0,0,0,0,10,0,1,1,-.361439814683959,0,0,0,1
11122,2,16,12-17,1,5,2, ,8,1,6,3,52,2,8,8,2,5,6,8,5,8,1,1,1.36908133853568,.192307692307692,.153846153846154,.25,.403846153846154
11276,1,17,12-17,3,5,2, ,4,4,1,1,1,0,0,0,0,0,0,0,1,0,1,1,-.732265776088167,0,0,0,1
11302,1,21,18-24,4,5,2,2,3,4,3,1,4,0,0,0,0,0,0,0,4,0,1,1,-.608657122286764,0,0,0,1
11348,2,51,45-54,1,5,2,1,5,1,5,1,26,1,1,1,2,2,2,1,15,1,1,1,.297806338923523,.0769230769230769,.0384615384615385,.230769230769231,.653846153846154
11417,1,24,18-24,4,5,2,2,4,4,3,1,7,0,0,0,0,0,0,0,7,0,1,1,-.485048468485362,0,0,0,1
11424,2,46,45-54,3,5,2,2,3,2,3,4,16,4,0,0,0,6,0,0,6,0,1,1,-.114222507081153,.25,0,.375,.375
11431,1,18,18-24,4,5,2, ,3,2,2,1,8,3,0,0,0,0,0,3,2,0,1,1,-.443845583884894,.375,0,0,.625
11484,1,18,18-24,1,5,2, ,1,2,3,1,12,0,0,0,0,0,0,0,12,0,1,1,-.279034045483024,0,0,0,1
11576,2,46,45-54,4,1, ,2,6,1,3,3,7,0,1,0,0,6,0,0,0,0,1,1,-.485048468485362,.142857142857143,0,.857142857142857,0
11577,1,53,45-54,2,4, ,2,4,3,3,3,11,0,0,3,0,0,0,0,8,0,1,1,-.320236930083491,0,.272727272727273,0,.727272727272727
11583,2,21,18-24,1,1, ,2,6,1,3,1,8,0,0,0,0,2,0,1,5,0,1,1,-.443845583884894,0,0,.25,.75
11585,2,27,25-34,2,1, ,2,4,1,4,3,18,0,3,0,0,3,0,0,10,2,1,1,-.0318167378802181,.166666666666667,0,.166666666666667,.666666666666667
11586,1,63,55-64,3,1, ,2,4,1,3,3,10,0,0,0,0,0,0,0,10,0,1,1,-.361439814683959,0,0,0,1
11589,2,52,45-54,1,1, ,2,6,1,3,3,7,1,0,0,0,0,2,0,3,1,1,1,-.485048468485362,.142857142857143,0,.285714285714286,.571428571428571
11590,2,49,45-54,1,1, ,1,6,1,3,3,14,1,1,0,0,0,6,0,4,2,1,1,-.196628276282088,.142857142857143,0,.428571428571429,.428571428571429
11591,2,16,12-17,4,1, , ,7,4,1,1,2,0,0,0,0,1,0,0,1,0,1,1,-.691062891487699,0,0,.5,.5
11592,2,33,25-34,1,1, ,1,7,2,4,3,7,1,3,1,0,0,0,0,2,0,1,1,-.485048468485362,.571428571428571,.142857142857143,0,.285714285714286
11597,1,39,35-44,3,1, ,1,6,1,6,3,16,0,0,0,0,8,0,0,8,0,1,1,-.114222507081153,0,0,.5,.5
