respid,Gender,Age,Age_Breaks,Region2,Race,Language_Dominance,Parent,HH_Income,Employment,Education,Marital_Status,Total_Paid_HE_Movies,Bought_Disc_DVD,Bought_Disc_BD,Bought_Digital,Rented_Disc_Store,Rented_Disc_Kiosk,Rented_Disc_Mail,Rented_Digital_iVOD,Rented_Digital_sVOD,Rented_Digital_cVOD,cqhidGroup,filter_$,ZTotal_Paid_HE_Movies,Buy_Disc_Percent,Buy_Digital_Percent,Rent_Disc_Percent,Rent_Digital_Percent
2,2,58,55-64,4,5,5,1,7,1,4,1,12,1,2,1,2,1,2,1,1,1,1,1,-.279034045483024,.25,.0833333333333333,.416666666666667,.25
7,2,37,35-44,3,1, ,1,3,1,3,3,4,4,0,0,0,0,0,0,0,0,1,1,-.608657122286764,1,0,0,0
9,1,36,35-44,3,1, ,1,5,1,4,3,9,1,1,1,1,1,1,1,1,1,1,1,-.402642699284426,.222222222222222,.111111111111111,.333333333333333,.333333333333333
11,2,69,65-74,4,1, ,2,2,3,3,1,1,0,0,1,0,0,0,0,0,0,1,1,-.732265776088167,0,1,0,0
17,2,37,35-44,4,1, ,2,4,4,2,3,12,0,1,0,0,0,0,1,10,0,1,1,-.279034045483024,.0833333333333333,0,0,.916666666666667
20,2,51,45-54,2,1, ,1,5,1,6,1,7,2,1,0,3,0,0,0,0,1,1,1,-.485048468485362,.428571428571429,0,.428571428571429,.142857142857143
23,1,39,35-44,1,1, ,1,7,1,6,1,48,5,4,6,9,8,7,4,3,2,1,1,1.20426980013381,.1875,.125,.5,.1875
25,2,34,25-34,3,1, ,1,4,1,4,1,30,0,0,6,0,0,0,4,20,0,1,1,.462617877325393,0,.2,0,.8
26,1,61,55-64,1,1, ,1,5,2,3,3,20,0,0,0,0,12,0,0,0,8,1,1,.050589031320717,0,0,.6,.4
27,1,26,25-34,1,1, ,1,6,1,4,3,28,0,0,3,9,0,6,5,2,3,1,1,.380212108124458,0,.107142857142857,.535714285714286,.357142857142857
30,2,37,35-44,1,1, ,2,6,1,4,1,2,2,0,0,0,0,0,0,0,0,1,1,-.691062891487699,1,0,0,0
31,2,35,35-44,1,1, ,1,7,1,6,3,6,0,4,0,2,0,0,0,0,0,1,1,-.526251353085829,.666666666666667,0,.333333333333333,0
34,2,67,65-74,1,1, ,2,6,3,6,3,2,0,0,0,0,0,0,0,2,0,1,1,-.691062891487699,0,0,0,1
36,2,24,18-24,3,1, ,2,4,2,4,1,38,1,0,0,0,4,3,0,30,0,1,1,.792240954129134,.0263157894736842,0,.184210526315789,.789473684210526
38,2,54,45-54,3,1, ,1,3,3,4,3,8,8,0,0,0,0,0,0,0,0,1,1,-.443845583884894,1,0,0,0
40,2,18,18-24,3,1, , ,7,2,3,1,28,1,0,0,0,4,0,0,8,15,1,1,.380212108124458,.0357142857142857,0,.142857142857143,.821428571428571
44,2,20,18-24,3,2, , ,1,4,2,3,55,12,8,0,0,0,8,5,18,4,1,1,1.49268999233708,.363636363636364,0,.145454545454545,.490909090909091
45,2,39,35-44,3,1, ,1,4,4,2,3,2,1,1,0,0,0,0,0,0,0,1,1,-.691062891487699,1,0,0,0
46,1,33,25-34,4,1, ,1,8,1,6,3,29,12,10,5,0,2,0,0,0,0,1,1,.421414992724925,.758620689655172,.172413793103448,.0689655172413793,0
49,2,33,25-34,4,1, ,1,4,1,6,1,4,0,0,0,0,2,0,0,2,0,1,1,-.608657122286764,0,0,.5,.5
55,2,30,25-34,4,1, ,1,6,1,4,3,29,1,8,4,0,0,0,2,9,5,1,1,.421414992724925,.310344827586207,.137931034482759,0,.551724137931034
59,2,28,25-34,4,1, ,1,8,1,6,3,9,1,1,1,1,1,1,1,1,1,1,1,-.402642699284426,.222222222222222,.111111111111111,.333333333333333,.333333333333333
66,1,31,25-34,3,1, ,1,6,1,6,3,11,1,1,1,1,1,1,2,3,0,1,1,-.320236930083491,.181818181818182,.0909090909090909,.272727272727273,.454545454545455
68,2,45,45-54,3,1, ,1,10,1,4,3,1,1,0,0,0,0,0,0,0,0,1,1,-.732265776088167,1,0,0,0
71,1,57,55-64,4,5,4,2,6,3,6,3,1,1,0,0,0,0,0,0,0,0,1,1,-.732265776088167,1,0,0,0
73,1,31,25-34,4,1, ,1,8,1,6,3,3,1,1,0,0,1,0,0,0,0,1,1,-.649860006887232,.666666666666667,0,.333333333333333,0
82,2,32,25-34,3,5,3,1,6,1,3,1,22,1,1,1,1,5,0,0,13,0,1,1,.132994800521652,.0909090909090909,.0454545454545455,.272727272727273,.590909090909091
86,1,29,25-34,3,1, ,1,6,1,6,3,38,2,2,3,2,0,0,4,20,5,1,1,.792240954129134,.105263157894737,.0789473684210526,.0526315789473684,.763157894736842
90,2,44,35-44,4,1, ,1,4,1,6,1,4,0,0,0,0,1,0,0,0,3,1,1,-.608657122286764,0,0,.25,.75
93,1,36,35-44,4,1, ,1,7,1,6,3,33,5,4,4,2,4,5,2,5,2,1,1,.586226531126796,.272727272727273,.121212121212121,.333333333333333,.272727272727273
96,1,34,25-34,3,1, ,1,7,2,4,2,32,4,4,10,2,2,2,2,4,2,1,1,.545023646526328,.25,.3125,.1875,.25
99,2,52,45-54,4,1, ,2,4,4,4,3,9,6,0,0,0,0,0,0,0,3,1,1,-.402642699284426,.666666666666667,0,0,.333333333333333
104,1,18,18-24,1,2, , ,4,2,2,1,90,10,10,10,10,10,10,10,10,10,1,1,2.93479095335345,.222222222222222,.111111111111111,.333333333333333,.333333333333333
105,2,65,65-74,3,5,3,2,3,4,4,3,11,3,1,1,1,3,2,0,0,0,1,1,-.320236930083491,.363636363636364,.0909090909090909,.545454545454545,0
106,2,49,45-54,2,1, ,1,7,1,4,3,10,0,0,0,0,0,10,0,0,0,1,1,-.361439814683959,0,0,1,0
108,1,31,25-34,1,5,4,2,1,4,2,1,19,1,2,0,0,0,16,0,0,0,1,1,.00938614672024944,.157894736842105,0,.842105263157895,0
109,1,61,55-64,3,1, ,2,4,1,2,2,2,2,0,0,0,0,0,0,0,0,1,1,-.691062891487699,1,0,0,0
111,1,65,65-74,3,2, ,2,4,3,3,2,6,3,1,0,0,0,0,0,0,2,1,1,-.526251353085829,.666666666666667,0,0,.333333333333333
112,1,30,25-34,3,1, ,1,6,1,2,3,11,2,3,0,0,2,0,0,0,4,1,1,-.320236930083491,.454545454545455,0,.181818181818182,.363636363636364
119,2,35,35-44,1,1, ,1,5,1,4,3,17,1,2,2,2,2,2,2,2,2,1,1,-.0730196224806857,.176470588235294,.117647058823529,.352941176470588,.352941176470588
128,2,65,65-74,3,1, ,2,3,3,3,1,10,0,0,0,0,0,0,0,10,0,1,1,-.361439814683959,0,0,0,1
136,1,49,45-54,1,5,2,1,4,1,2,3,5,0,2,0,0,3,0,0,0,0,1,1,-.567454237686297,.4,0,.6,0
137,2,70,65-74,2,1, ,2,2,3,2,2,2,1,0,0,1,0,0,0,0,0,1,1,-.691062891487699,.5,0,.5,0
147,2,19,18-24,3,1, , ,1,4,2,2,5,0,0,0,0,0,0,0,5,0,1,1,-.567454237686297,0,0,0,1
151,1,18,18-24,4,1, , ,4,2,2,1,4,3,1,0,0,0,0,0,0,0,1,1,-.608657122286764,1,0,0,0
155,2,63,55-64,2,1, ,2,5,2,4,3,30,0,0,0,0,0,0,0,0,30,1,1,.462617877325393,0,0,0,1
159,1,41,35-44,4,1, ,1,6,1,4,3,35,5,6,2,4,2,0,3,8,5,1,1,.668632300327731,.314285714285714,.0571428571428571,.171428571428571,.457142857142857
171,2,18,18-24,1,1, , ,1,2,3,1,7,0,0,0,0,0,0,0,7,0,1,1,-.485048468485362,0,0,0,1
174,2,54,45-54,3,1, ,2,1,4,2,3,50,0,0,0,0,0,0,0,50,0,1,1,1.28667556933474,0,0,0,1
181,2,28,25-34,3,3, ,2,5,1,6,1,4,1,0,1,0,0,0,2,0,0,1,1,-.608657122286764,.25,.25,0,.5
186,2,34,25-34,4,1, ,2,4,4,2,1,6,0,0,0,0,0,2,0,3,1,1,1,-.526251353085829,0,0,.333333333333333,.666666666666667
187,1,54,45-54,3,1, ,2,2,1,3,1,10,5,0,0,4,0,0,0,0,1,1,1,-.361439814683959,.5,0,.4,.1
189,2,33,25-34,2,5,2,1,5,2,4,3,9,1,1,1,1,1,1,1,1,1,1,1,-.402642699284426,.222222222222222,.111111111111111,.333333333333333,.333333333333333
190,2,65,65-74,4,1, ,2,8,3,3,3,8,0,0,0,0,8,0,0,0,0,1,1,-.443845583884894,0,0,1,0
191,2,31,25-34,2,4, ,2,3,4,6,2,6,0,0,0,0,0,0,0,6,0,1,1,-.526251353085829,0,0,0,1
192,1,36,35-44,2,1, ,2,4,2,2,1,14,4,0,0,0,0,0,0,10,0,1,1,-.196628276282088,.285714285714286,0,0,.714285714285714
198,1,70,65-74,4,1, ,2,4,3,4,1,4,2,2,0,0,0,0,0,0,0,1,1,-.608657122286764,1,0,0,0
201,2,33,25-34,4,1, ,1,6,1,6,3,26,5,8,3,0,0,0,0,0,10,1,1,.297806338923523,.5,.115384615384615,0,.384615384615385
204,2,34,25-34,2,1, ,1,4,1,4,3,4,0,0,1,0,0,0,1,1,1,1,1,-.608657122286764,0,.25,0,.75
206,2,50,45-54,2,1, ,2,2,4,6,1,8,2,1,2,0,0,0,0,0,3,1,1,-.443845583884894,.375,.25,0,.375
210,2,33,25-34,2,2, ,2,2,1,3,1,14,0,0,0,0,0,9,0,5,0,1,1,-.196628276282088,0,0,.642857142857143,.357142857142857
211,1,40,35-44,3,1, ,1,6,1,4,3,35,0,2,1,0,2,0,0,0,30,1,1,.668632300327731,.0571428571428571,.0285714285714286,.0571428571428571,.857142857142857
212,2,53,45-54,3,1, ,2,5,1,3,3,4,0,0,0,0,2,0,0,2,0,1,1,-.608657122286764,0,0,.5,.5
214,1,32,25-34,4,5,5,1,7,1,4,3,39,5,5,5,4,4,4,4,4,4,1,1,.833443838729601,.256410256410256,.128205128205128,.307692307692308,.307692307692308
216,2,26,25-34,3,1, ,1,4,1,3,3,15,1,6,4,0,2,0,1,1,0,1,1,-.155425391681621,.466666666666667,.266666666666667,.133333333333333,.133333333333333
217,2,68,65-74,1,1, ,1,5,3,4,4,6,6,0,0,0,0,0,0,0,0,1,1,-.526251353085829,1,0,0,0
219,2,51,45-54,2,1, ,2,8,1,2,3,12,0,0,8,0,0,0,2,0,2,1,1,-.279034045483024,0,.666666666666667,0,.333333333333333
220,2,52,45-54,3,1, ,1,7,1,4,3,6,3,1,1,0,1,0,0,0,0,1,1,-.526251353085829,.666666666666667,.166666666666667,.166666666666667,0
221,2,32,25-34,1,3, ,1,8,2,6,3,3,0,0,0,0,3,0,0,0,0,1,1,-.649860006887232,0,0,1,0
223,2,32,25-34,2,1, ,1,4,4,2,1,29,10,10,1,0,0,0,1,5,2,1,1,.421414992724925,.689655172413793,.0344827586206897,0,.275862068965517
227,2,57,55-64,2,1, ,2,5,1,4,3,22,5,1,1,0,0,0,3,12,0,1,1,.132994800521652,.272727272727273,.0454545454545455,0,.681818181818182
228,2,29,25-34,3,1, ,1,4,4,3,3,10,0,0,0,0,0,0,0,10,0,1,1,-.361439814683959,0,0,0,1
229,1,32,25-34,1,1, ,1,6,1,6,3,29,1,2,5,3,3,3,5,3,4,1,1,.421414992724925,.103448275862069,.172413793103448,.310344827586207,.413793103448276
231,2,35,35-44,2,1, ,2,6,1,4,1,20,0,2,0,0,0,3,0,15,0,1,1,.050589031320717,.1,0,.15,.75
232,2,41,35-44,3,1, ,1,6,2,4,3,15,1,3,2,0,0,0,1,3,5,1,1,-.155425391681621,.266666666666667,.133333333333333,0,.6
244,2,38,35-44,4,1, ,2,4,1,3,1,3,1,2,0,0,0,0,0,0,0,1,1,-.649860006887232,1,0,0,0
245,2,27,25-34,3,1, ,2,4,4,3,1,60,3,0,0,0,3,0,0,50,4,1,1,1.69870441533942,.05,0,.05,.9
246,2,52,45-54,3,1, ,1,4,4,2,3,2,2,0,0,0,0,0,0,0,0,1,1,-.691062891487699,1,0,0,0
247,1,29,25-34,1,1, ,1,3,1,3,3,24,2,3,5,2,3,4,2,2,1,1,1,.215400569722587,.208333333333333,.208333333333333,.375,.208333333333333
254,2,28,25-34,3,1, ,2,2,1,3,1,24,4,2,5,0,3,0,0,8,2,1,1,.215400569722587,.25,.208333333333333,.125,.416666666666667
258,1,28,25-34,2,1, ,2,3,4,3,1,31,0,1,0,0,0,0,0,30,0,1,1,.50382076192586,.032258064516129,0,0,.967741935483871
261,2,35,35-44,2,1, ,1,5,1,6,3,10,0,0,0,0,0,0,5,5,0,1,1,-.361439814683959,0,0,0,1
263,1,34,25-34,1,1, ,1,7,1,3,3,2,1,1,0,0,0,0,0,0,0,1,1,-.691062891487699,1,0,0,0
265,1,41,35-44,4,5,3,2,2,4,3,1,9,1,1,1,1,1,1,1,1,1,1,1,-.402642699284426,.222222222222222,.111111111111111,.333333333333333,.333333333333333
267,2,42,35-44,2,1, ,1,4,1,4,3,19,0,3,2,0,2,0,1,10,1,1,1,.00938614672024944,.157894736842105,.105263157894737,.105263157894737,.631578947368421
275,1,33,25-34,1,1, ,1,6,1,6,3,2,1,1,0,0,0,0,0,0,0,1,1,-.691062891487699,1,0,0,0
276,1,50,45-54,1,1, ,2,2,1,2,1,1,0,0,0,0,1,0,0,0,0,1,1,-.732265776088167,0,0,1,0
279,2,72,65-74,3,1, ,2,5,3,3,3,6,0,0,0,0,0,0,0,6,0,1,1,-.526251353085829,0,0,0,1
283,2,68,65-74,2,1, ,2,5,3,3,3,1,0,0,0,1,0,0,0,0,0,1,1,-.732265776088167,0,0,1,0
291,2,61,55-64,2,1, ,2,2,4,2,1,1,1,0,0,0,0,0,0,0,0,1,1,-.732265776088167,1,0,0,0
294,1,32,25-34,3,1, ,1,7,1,6,3,3,1,0,0,1,0,1,0,0,0,1,1,-.649860006887232,.333333333333333,0,.666666666666667,0
301,1,45,45-54,3,5,4,2,2,2,2,1,4,1,1,0,0,2,0,0,0,0,1,1,-.608657122286764,.5,0,.5,0
306,2,48,45-54,4,1, ,1,5,1,3,3,15,5,5,5,0,0,0,0,0,0,1,1,-.155425391681621,.666666666666667,.333333333333333,0,0
312,1,31,25-34,1,1, ,1,8,2,4,3,3,1,1,1,0,0,0,0,0,0,1,1,-.649860006887232,.666666666666667,.333333333333333,0,0
326,2,46,45-54,1,1, ,1,7,1,6,3,7,0,2,0,0,4,0,0,0,1,1,1,-.485048468485362,.285714285714286,0,.571428571428571,.142857142857143
331,2,28,25-34,3,1, ,1,8,1,4,3,24,6,6,5,0,0,0,2,2,3,1,1,.215400569722587,.5,.208333333333333,0,.291666666666667
332,2,33,25-34,2,1, ,1,7,4,4,3,4,0,3,0,0,0,0,0,1,0,1,1,-.608657122286764,.75,0,0,.25
341,2,31,25-34,2,4, ,1,6,1,6,3,9,1,1,1,1,1,1,1,1,1,1,1,-.402642699284426,.222222222222222,.111111111111111,.333333333333333,.333333333333333
345,1,33,25-34,4,1, ,1,8,1,6,3,9,1,1,1,1,1,1,1,1,1,1,1,-.402642699284426,.222222222222222,.111111111111111,.333333333333333,.333333333333333
348,2,72,65-74,3,1, ,2,5,3,4,3,3,3,0,0,0,0,0,0,0,0,1,1,-.649860006887232,1,0,0,0
350,1,64,55-64,4,1, ,2,1,3,3,1,22,2,0,0,0,0,20,0,0,0,1,1,.132994800521652,.0909090909090909,0,.909090909090909,0
356,2,45,45-54,2,1, ,1,6,2,3,3,24,2,0,0,0,2,10,0,10,0,1,1,.215400569722587,.0833333333333333,0,.5,.416666666666667
360,2,47,45-54,4,1, ,2,3,4,4,3,10,0,0,0,0,0,10,0,0,0,1,1,-.361439814683959,0,0,1,0
361,2,61,55-64,2,1, ,2,10,2,4,1,1,1,0,0,0,0,0,0,0,0,1,1,-.732265776088167,1,0,0,0
369,1,30,25-34,2,1, ,1,6,2,6,3,14,2,2,1,2,2,1,2,1,1,1,1,-.196628276282088,.285714285714286,.0714285714285714,.357142857142857,.285714285714286
377,2,22,18-24,3,3, ,2,4,4,4,1,1,0,0,0,0,0,0,0,1,0,1,1,-.732265776088167,0,0,0,1
381,2,28,25-34,3,2, ,1,4,4,4,1,1,0,0,0,0,0,0,0,0,1,1,1,-.732265776088167,0,0,0,1
383,1,42,35-44,3,5,4,1,7,1,4,3,11,0,6,0,0,0,0,0,5,0,1,1,-.320236930083491,.545454545454545,0,0,.454545454545455
384,2,33,25-34,4,1, ,1,5,1,4,3,18,1,2,2,2,2,3,2,1,3,1,1,-.0318167378802181,.166666666666667,.111111111111111,.388888888888889,.333333333333333
387,2,46,45-54,1,2, ,1,6,1,3,1,5,3,2,0,0,0,0,0,0,0,1,1,-.567454237686297,1,0,0,0
393,2,41,35-44,1,1, ,1,2,4,3,1,4,0,0,0,0,0,0,1,3,0,1,1,-.608657122286764,0,0,0,1
395,2,56,55-64,3,1, ,2,1,3,3,3,7,5,2,0,0,0,0,0,0,0,1,1,-.485048468485362,1,0,0,0
399,2,68,65-74,1,1, ,2,6,3,6,3,5,0,0,0,0,0,0,0,4,1,1,1,-.567454237686297,0,0,0,1
405,1,35,35-44,2,1, ,1,4,1,2,2,18,2,2,2,2,2,2,2,2,2,1,1,-.0318167378802181,.222222222222222,.111111111111111,.333333333333333,.333333333333333
406,2,68,65-74,1,1, ,2,10,3,4,1,14,0,0,0,0,4,0,0,10,0,1,1,-.196628276282088,0,0,.285714285714286,.714285714285714
416,1,23,18-24,3,3, ,2,5,2,3,1,33,3,6,4,0,20,0,0,0,0,1,1,.586226531126796,.272727272727273,.121212121212121,.606060606060606,0
419,2,44,35-44,4,1, ,1,4,1,3,3,31,3,2,0,0,3,8,0,10,5,1,1,.50382076192586,.161290322580645,0,.354838709677419,.483870967741936
420,1,45,45-54,1,1, ,2,5,3,2,1,34,2,10,0,0,2,20,0,0,0,1,1,.627429415727263,.352941176470588,0,.647058823529412,0
421,2,69,65-74,1,1, ,2,1,2,2,1,3,1,0,0,0,2,0,0,0,0,1,1,-.649860006887232,.333333333333333,0,.666666666666667,0
433,1,67,65-74,3,1, ,2,5,3,3,3,5,0,0,0,0,5,0,0,0,0,1,1,-.567454237686297,0,0,1,0
440,2,65,65-74,3,1, ,2,2,2,4,1,3,1,0,0,0,0,2,0,0,0,1,1,-.649860006887232,.333333333333333,0,.666666666666667,0
441,2,19,18-24,1,1, , ,9,4,3,1,12,0,0,0,0,0,0,2,5,5,1,1,-.279034045483024,0,0,0,1
443,2,60,55-64,3,1, ,2,1,3,3,1,6,0,0,0,0,0,0,0,6,0,1,1,-.526251353085829,0,0,0,1
444,2,30,25-34,2,1, ,2,1,2,5,1,10,1,1,0,0,0,0,0,3,5,1,1,-.361439814683959,.2,0,0,.8
445,2,23,18-24,2,4, ,1,2,4,2,3,5,0,0,0,0,2,0,3,0,0,1,1,-.567454237686297,0,0,.4,.6
446,2,33,25-34,1,2, ,1,3,1,6,1,5,0,0,0,0,0,2,0,3,0,1,1,-.567454237686297,0,0,.4,.6
448,2,52,45-54,3,2, ,2,1,4,2,2,5,0,0,0,0,0,0,0,5,0,1,1,-.567454237686297,0,0,0,1
453,2,63,55-64,3,1, ,1,6,3,3,1,3,1,0,0,0,1,0,0,0,1,1,1,-.649860006887232,.333333333333333,0,.333333333333333,.333333333333333
455,2,37,35-44,2,1, ,1,3,1,4,2,65,10,8,6,10,11,0,0,20,0,1,1,1.90471883834176,.276923076923077,.0923076923076923,.323076923076923,.307692307692308
457,2,35,35-44,4,1, ,2,6,1,3,3,24,1,1,1,0,10,0,2,6,3,1,1,.215400569722587,.0833333333333333,.0416666666666667,.416666666666667,.458333333333333
462,2,17,12-17,3,2, , ,4,4,2,1,4,0,0,0,0,1,0,0,3,0,1,1,-.608657122286764,0,0,.25,.75
469,2,31,25-34,3,1, ,2,4,1,6,1,20,2,0,1,0,5,2,1,8,1,1,1,.050589031320717,.1,.05,.35,.5
471,2,29,25-34,3,1, ,2,5,1,6,3,33,0,0,0,0,3,0,5,25,0,1,1,.586226531126796,0,0,.0909090909090909,.909090909090909
473,2,29,25-34,1,3, ,2,8,2,6,1,24,12,0,0,12,0,0,0,0,0,1,1,.215400569722587,.5,0,.5,0
475,2,73,65-74,3,1, ,2,7,3,4,4,4,0,0,0,0,3,0,0,0,1,1,1,-.608657122286764,0,0,.75,.25
476,2,27,25-34,3,3, ,2,3,1,6,1,12,3,1,1,0,2,0,1,3,1,1,1,-.279034045483024,.333333333333333,.0833333333333333,.166666666666667,.416666666666667
481,2,30,25-34,4,1, ,2,2,1,4,1,13,2,1,1,1,2,0,1,5,0,1,1,-.237831160882556,.230769230769231,.0769230769230769,.230769230769231,.461538461538462
485,1,37,35-44,2,1, ,1,4,1,6,3,30,3,6,4,3,3,3,2,3,3,1,1,.462617877325393,.3,.133333333333333,.3,.266666666666667
491,2,28,25-34,1,1, ,2,2,1,6,2,6,1,0,0,0,0,0,0,5,0,1,1,-.526251353085829,.166666666666667,0,0,.833333333333333
508,1,67,65-74,4,1, ,2,6,3,4,3,8,0,0,0,0,0,0,0,0,8,1,1,-.443845583884894,0,0,0,1
511,2,25,25-34,3,1, ,2,5,1,3,2,30,0,0,0,0,0,0,0,30,0,1,1,.462617877325393,0,0,0,1
512,2,22,18-24,4,5,3,2,3,1,5,1,10,0,0,2,0,0,0,0,8,0,1,1,-.361439814683959,0,.2,0,.8
520,2,57,55-64,3,1, ,1,5,4,3,3,22,0,0,0,0,10,0,0,10,2,1,1,.132994800521652,0,0,.454545454545455,.545454545454545
543,2,64,55-64,3,1, ,2,1,3,4,3,48,0,0,0,0,0,48,0,0,0,1,1,1.20426980013381,0,0,1,0
546,1,15,12-17,3,3, , ,10,4,1,1,2,0,0,0,0,1,0,0,0,1,1,1,-.691062891487699,0,0,.5,.5
628,2,27,25-34,1,1, ,2,1,1,6,1,3,1,0,2,0,0,0,0,0,0,1,1,-.649860006887232,.333333333333333,.666666666666667,0,0
633,1,32,25-34,1,2, ,2,4,1,3,2,11,4,4,0,0,0,0,0,0,3,1,1,-.320236930083491,.727272727272727,0,0,.272727272727273
648,2,52,45-54,3,1, ,2,2,2,4,1,1,0,0,0,0,0,0,0,0,1,1,1,-.732265776088167,0,0,0,1
663,2,63,55-64,2,5,5,1,10,1,7,3,3,0,0,0,0,0,2,0,1,0,1,1,-.649860006887232,0,0,.666666666666667,.333333333333333
671,1,33,25-34,2,5,4,1,4,1,4,2,10,0,2,0,6,2,0,0,0,0,1,1,-.361439814683959,.2,0,.8,0
708,2,38,35-44,4,1, ,2,10,1,7,4,12,1,1,10,0,0,0,0,0,0,1,1,-.279034045483024,.166666666666667,.833333333333333,0,0
735,2,39,35-44,2,1, ,1,5,1,4,3,2,0,0,0,2,0,0,0,0,0,1,1,-.691062891487699,0,0,1,0
736,2,28,25-34,4,1, ,2,7,4,6,3,6,0,0,0,0,0,0,0,4,2,1,1,-.526251353085829,0,0,0,1
797,2,57,55-64,3,4, ,1,7,1,4,3,23,3,0,0,0,20,0,0,0,0,1,1,.17419768512212,.130434782608696,0,.869565217391304,0
817,1,64,55-64,1,1, ,2,6,1,4,3,5,0,1,0,0,2,0,1,1,0,1,1,-.567454237686297,.2,0,.4,.4
868,2,66,65-74,2,2, ,2,6,3,6,1,25,1,0,0,24,0,0,0,0,0,1,1,.256603454323055,.04,0,.96,0
920,2,66,65-74,2,2, ,2,3,3,4,1,10,4,1,0,0,0,0,0,0,5,1,1,-.361439814683959,.5,0,0,.5
1964,1,64,55-64,4,1, ,2,1,3,2,1,4,0,0,0,0,0,0,0,4,0,1,1,-.608657122286764,0,0,0,1
1967,1,69,65-74,2,1, ,2,6,1,4,3,1,0,1,0,0,0,0,0,0,0,1,1,-.732265776088167,1,0,0,0
1969,1,58,55-64,1,1, ,2,6,1,3,3,6,3,3,0,0,0,0,0,0,0,1,1,-.526251353085829,1,0,0,0
1971,2,33,25-34,1,1, ,1,5,2,6,1,81,8,14,12,5,3,4,10,12,13,1,1,2.56396499194924,.271604938271605,.148148148148148,.148148148148148,.432098765432099
1972,2,72,65-74,3,1, ,2,7,3,4,3,4,4,0,0,0,0,0,0,0,0,1,1,-.608657122286764,1,0,0,0
1974,1,39,35-44,4,1, ,1,6,1,6,3,4,1,1,1,0,0,0,0,1,0,1,1,-.608657122286764,.5,.25,0,.25
1979,2,27,25-34,1,1, ,1,6,1,6,3,11,1,2,2,1,1,1,1,1,1,1,1,-.320236930083491,.272727272727273,.181818181818182,.272727272727273,.272727272727273
1980,1,36,35-44,4,1, ,1,6,1,4,3,18,2,2,2,2,2,2,2,2,2,1,1,-.0318167378802181,.222222222222222,.111111111111111,.333333333333333,.333333333333333
1981,2,58,55-64,3,1, ,2,3,4,3,3,1,1,0,0,0,0,0,0,0,0,1,1,-.732265776088167,1,0,0,0
1982,1,31,25-34,4,1, ,1,6,1,4,3,13,1,1,1,2,2,2,1,2,1,1,1,-.237831160882556,.153846153846154,.0769230769230769,.461538461538462,.307692307692308
1984,2,58,55-64,3,1, ,2,6,4,4,1,37,3,0,3,0,25,0,0,6,0,1,1,.751038069528666,.0810810810810811,.0810810810810811,.675675675675676,.162162162162162
1985,1,33,25-34,4,1, ,1,9,1,6,3,7,1,0,1,1,1,1,1,1,0,1,1,-.485048468485362,.142857142857143,.142857142857143,.428571428571429,.285714285714286
1986,1,26,25-34,3,1, ,1,7,1,4,3,2,0,0,0,1,0,0,0,1,0,1,1,-.691062891487699,0,0,.5,.5
1987,1,23,18-24,2,1, ,2,7,1,4,1,2,0,1,0,0,0,0,1,0,0,1,1,-.691062891487699,.5,0,0,.5
1999,1,29,25-34,3,1, ,1,8,1,4,3,9,1,1,1,1,1,1,1,1,1,1,1,-.402642699284426,.222222222222222,.111111111111111,.333333333333333,.333333333333333
2000,1,30,25-34,3,1, ,1,5,1,4,3,42,3,3,3,3,3,6,3,12,6,1,1,.957052492531004,.142857142857143,.0714285714285714,.285714285714286,.5
2001,1,35,35-44,1,1, ,1,6,1,4,3,59,8,9,11,6,3,4,2,11,5,1,1,1.65750153073895,.288135593220339,.186440677966102,.220338983050847,.305084745762712
2006,2,30,25-34,1,4, ,2,1,4,6,1,50,0,0,0,0,0,0,0,50,0,1,1,1.28667556933474,0,0,0,1
2007,2,43,35-44,3,1, ,2,4,1,3,1,4,0,0,0,0,4,0,0,0,0,1,1,-.608657122286764,0,0,1,0
2008,2,29,25-34,2,1, ,2,5,1,6,1,5,0,0,0,0,2,0,0,3,0,1,1,-.567454237686297,0,0,.4,.6
2009,1,67,65-74,4,4, ,2,7,2,5,3,10,8,2,0,0,0,0,0,0,0,1,1,-.361439814683959,1,0,0,0
2012,2,24,18-24,2,1, ,1,5,2,3,3,19,4,3,0,0,6,0,0,6,0,1,1,.00938614672024944,.368421052631579,0,.315789473684211,.315789473684211
2014,2,39,35-44,2,1, ,1,6,2,4,3,48,0,4,1,0,10,0,2,30,1,1,1,1.20426980013381,.0833333333333333,.0208333333333333,.208333333333333,.6875
2015,2,37,35-44,3,1, ,1,7,1,6,3,8,0,0,3,0,0,0,3,1,1,1,1,-.443845583884894,0,.375,0,.625
2016,2,48,45-54,3,1, ,2,7,1,3,3,34,1,6,0,1,20,0,0,4,2,1,1,.627429415727263,.205882352941176,0,.617647058823529,.176470588235294
2018,1,48,45-54,2,1, ,2,7,1,6,3,1,1,0,0,0,0,0,0,0,0,1,1,-.732265776088167,1,0,0,0
2019,2,20,18-24,3,2, , ,1,2,3,1,38,0,0,0,4,12,0,0,20,2,1,1,.792240954129134,0,0,.421052631578947,.578947368421053
2022,1,37,35-44,3,2, ,2,1,4,4,1,5,0,0,0,0,0,0,0,2,3,1,1,-.567454237686297,0,0,0,1
2028,2,50,45-54,3,1, ,1,6,1,3,3,62,2,0,0,0,0,0,0,60,0,1,1,1.78111018454036,.032258064516129,0,0,.967741935483871
